Player,Team,Pos,Injury,Status,Est. Return
Chris Odom,FA,DE,Knee - ACL,Questionable,Subscribers Only
Otito Ogbonnia,LAC,DT,Kneecap,PUP-R,Subscribers Only
Adetokunbo Ogundeji,ATL,LB,Foot,IR,Subscribers Only
Larry Ogunjobi,PIT,DT,Foot,Questionable,Subscribers Only
David Ojabo,BAL,LB,Ankle,Questionable,Subscribers Only
Azeez Ojulari,NYG,LB,Hamstring,Questionable,Subscribers Only
Julian Okwara,DET,DE,Undisclosed,IR,Subscribers Only
Sewo Olonilua,FA,FB,Neck,Questionable,Subscribers Only
Charles Omenihu,KC,DE,Suspension,Reserve-Sus,Subscribers Only
Joshua Onujiogu,SEA,LB,Elbow,IR,Subscribers Only
Amani Oruwariye,FA,CB,Neck,Questionable,Subscribers Only
Joe Ostman,FA,DE,Undisclosed,Questionable,Subscribers Only
DeMarvion Overshown,DAL,LB,Knee - ACL,IR,Subscribers Only
Odafe Oweh,BAL,LB,Ankle,Questionable,Subscribers Only
Tanner Owen,FA,OT,Illness,Questionable,Subscribers Only
Alex Palczewski,DEN,OT,Hand,IR,Subscribers Only
Andrew Parchment,FA,WR,Undisclosed,Questionable,Subscribers Only
AJ Parker,FA,CB,Hamstring,Questionable,Subscribers Only
Brandon Parker,FA,OT,Undisclosed,Questionable,Subscribers Only
Josh Paschal,DET,DE,Knee,IR,Subscribers Only
Tim Patrick,DEN,WR,Achilles,IR,Subscribers Only
Cordarrelle Patterson,ATL,RB,Thigh,Questionable,Subscribers Only
John Penisini,FA,DT,Undisclosed,Questionable,Subscribers Only
Denzel Perryman,HOU,LB,Hand,Questionable,Subscribers Only
Jordan Perryman,FA,CB,Undisclosed,Questionable,Subscribers Only
Tautala Pesefea,FA,DT,Undisclosed,Questionable,Subscribers Only
Nicholas Petit-Frere,TEN,OT,Suspension,Reserve-Sus,Subscribers Only
Dante Pettis,FA,WR,Undisclosed,Questionable,Subscribers Only
La'Michael Pettway,FA,TE,Undisclosed,Questionable,Subscribers Only
Kyle Philips,TEN,WR,Knee - MCL,IR,Subscribers Only
Jacob Phillips,CLE,LB,Pectoral,IR,Subscribers Only
Jaelan Phillips,MIA,LB,Oblique,Questionable,Subscribers Only
Kevin Pierre-Louis,FA,LB,Groin,Questionable,Subscribers Only
Ross Pierschbacher,FA,C,Undisclosed,Questionable,Subscribers Only
Jared Pinkney,FA,TE,Undisclosed,Questionable,Subscribers Only
Danny Pinter,IND,C,Ankle,IR,Subscribers Only
Derrek Pitts,TB,CB,Hamstring,Questionable,Subscribers Only
Quentin Poling,FA,LB,Undisclosed,Questionable,Subscribers Only
Elijah Ponder,FA,LB,Undisclosed,Questionable,Subscribers Only
Troymaine Pope,FA,RB,Undisclosed,Questionable,Subscribers Only
Monte Pottebaum,FA,FB,Undisclosed,Reserve-Ret,Subscribers Only
Jordan Poyer,BUF,S,Knee,Questionable,Subscribers Only
Austin Proehl,FA,WR,Undisclosed,Questionable,Subscribers Only
Justin Pugh,FA,OG,Knee - ACL,Questionable,Subscribers Only
Mike Purcell,DEN,DT,Ribs,Questionable,Subscribers Only
Scott Quessenberry,HOU,C,Knee - ACL + MCL,IR,Subscribers Only
Trey Quinn,FA,WR,Undisclosed,Questionable,Subscribers Only
Brent Qvale,FA,OT,Undisclosed,Questionable,Subscribers Only
Trey Ragas,FA,RB,Undisclosed,Questionable,Subscribers Only
Reggie Ragland,FA,LB,Shoulder,Questionable,Subscribers Only
Charleston Rambo,FA,WR,Undisclosed,Questionable,Subscribers Only
Jalen Ramsey,MIA,CB,Knee - Meniscus,IR,Subscribers Only
Shane Ray,FA,DE,Hamstring,Questionable,Subscribers Only
Alex Redmond,FA,OG,Undisclosed,Questionable,Subscribers Only
Jalen Redmond,FA,DT,Undisclosed,Questionable,Subscribers Only
Chris Reed,MIN,OG,Lower Leg,NFI-R,Subscribers Only
Joe Reed,CHI,WR,Undisclosed,IR,Subscribers Only
Riley Reiff,NE,OT,Knee,IR,Subscribers Only
Nikko Remigio,KC,WR,Wrist,IR,Subscribers Only
Sam Renner,FA,DT,Undisclosed,Questionable,Subscribers Only
Sammis Reyes,JAX,TE,Concussion,Reserve-Ret,Subscribers Only
Ross Reynolds,FA,OG,Undisclosed,Questionable,Subscribers Only
Anthony Richardson,IND,QB,Concussion,Questionable,Subscribers Only
Hassan Ridgeway,HOU,DT,Calf,IR,Subscribers Only
Curtis Riley,FA,S,Achilles,Questionable,Subscribers Only
Chauncey Rivers,FA,LB,Knee - ACL,Questionable,Subscribers Only
Tre Roberson,FA,CB,Concussion,Questionable,Subscribers Only
Aaron Robinson,NYG,CB,Knee - ACL + MCL,PUP-R,Subscribers Only
Allen Robinson,PIT,WR,Ankle,Questionable,Subscribers Only
Cam Robinson,JAX,OT,Suspension,Reserve-Sus,Subscribers Only
Rashard Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Reggie Robinson,FA,CB,Undisclosed,Questionable,Subscribers Only
Aaron Rodgers,NYJ,QB,Achilles,IR,Subscribers Only
Bryce Rodgers,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Rodgers,PHI,CB,Suspension,Reserve-Sus,Subscribers Only
Richard Rodgers,FA,TE,Knee,Questionable,Subscribers Only
Chris Rodriguez,WAS,RB,Illness,Questionable,Subscribers Only
Armani Rogers,WAS,TE,Achilles,IR,Subscribers Only
Aldrick Rosas,FA,K,Undisclosed,Questionable,Subscribers Only
Daniel Ross,FA,DT,Undisclosed,Questionable,Subscribers Only
John Ross,FA,WR,Undisclosed,Reserve-Ret,Subscribers Only
Bunmi Rotimi,FA,DE,Foot,Questionable,Subscribers Only
Cesar Ruiz,NO,OG,Concussion,Questionable,Subscribers Only
Chapelle Russell,PIT,LB,Undisclosed,IR,Subscribers Only
Christian Sam,FA,LB,Undisclosed,Questionable,Subscribers Only
Deebo Samuel,SF,WR,Ribs,Questionable,Subscribers Only
Miles Sanders,CAR,RB,Groin,Questionable,Subscribers Only
Myjai Sanders,ARI,DE,Hand,IR,Subscribers Only
Eric Saubert,FA,TE,Undisclosed,Questionable,Subscribers Only
DJ Scaife,HOU,OT,Leg,IR,Subscribers Only
Sam Schlueter,FA,OT,Illness,Questionable,Subscribers Only
Michael Schofield,FA,OG,Knee,Questionable,Subscribers Only
Anthony Schwartz,FA,WR,Hamstring,Questionable,Subscribers Only
Wes Schweitzer,NYJ,C,Concussion,Questionable,Subscribers Only
Boston Scott,PHI,RB,Concussion,Questionable,Subscribers Only
Daniel Scott,IND,S,Knee - ACL,IR,Subscribers Only
Josiah Scott,FA,CB,Undisclosed,Out,Subscribers Only
Juice Scruggs,HOU,C,Hamstring,IR,Subscribers Only
Ricky Seals-Jones,FA,TE,Foot,Questionable,Subscribers Only
Adam Shaheen,FA,TE,Knee,Questionable,Subscribers Only
Liam Shanahan,FA,C,Undisclosed,Questionable,Subscribers Only
Tajae Sharpe,FA,WR,Undisclosed,Questionable,Subscribers Only
Brandon Shell,BUF,OT,Undisclosed,Reserve-Ret,Subscribers Only
Tyler Shelvin,FA,DT,Undisclosed,Questionable,Subscribers Only
Darrius Shepherd,FA,WR,Undisclosed,Questionable,Subscribers Only
A.Q. Shipley,FA,C,Neck,Questionable,Subscribers Only
Justin Shorter,BUF,WR,Hamstring,IR,Subscribers Only
Justin Simmons,DEN,S,Hip,Questionable,Subscribers Only
Lachavious Simmons,FA,OG,Undisclosed,Questionable,Subscribers Only
Dan Skipper,FA,OT,Hamstring,Questionable,Subscribers Only
Tuzar Skipper,FA,LB,Undisclosed,Questionable,Subscribers Only
Peter Skoronski,TEN,OG,Appendix,Questionable,Subscribers Only
Ben Skowronek,LAR,WR,Achilles,Questionable,Subscribers Only
Rashawn Slater,LAC,OT,Ankle,Questionable,Subscribers Only
Ryan Smenda,FA,LB,Undisclosed,Questionable,Subscribers Only
DeVonta Smith,PHI,WR,Illness,Questionable,Subscribers Only
Donovan Smith,KC,OT,Ribs,Questionable,Subscribers Only
Irv Smith,CIN,TE,Hamstring,Questionable,Subscribers Only
Kaden Smith,WAS,TE,Undisclosed,IR,Subscribers Only
Maurice Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Ryan Smith,FA,CB,Suspension,Reserve-Sus,Subscribers Only
Saivion Smith,FA,S,Undisclosed,Questionable,Subscribers Only
Tre'Quan Smith,FA,WR,Groin,Questionable,Subscribers Only
Tyron Smith,DAL,OT,Knee,Questionable,Subscribers Only
Dawuane Smoot,JAX,DE,Achilles,PUP-R,Subscribers Only
Dylan Soehner,FA,TE,Undisclosed,Questionable,Subscribers Only
Sidy Sow,NE,OG,Concussion,Questionable,Subscribers Only
Baylon Spector,BUF,LB,Hamstring,IR,Subscribers Only
Diontae Spencer,FA,WR,Undisclosed,Questionable,Subscribers Only
Jeremy Sprinkle,FA,TE,Achilles,Questionable,Subscribers Only
DeAndre Square,FA,LB,Undisclosed,Questionable,Subscribers Only
Jayson Stanley,FA,CB,Knee,Questionable,Subscribers Only
Ronnie Stanley,BAL,OT,Knee,Questionable,Subscribers Only
John Stephens,DAL,TE,Knee - ACL,IR,Subscribers Only
Caden Sterns,DEN,S,Knee,IR,Subscribers Only
Marquez Stevenson,FA,WR,Undisclosed,Questionable,Subscribers Only
Tyarise Stevenson,FA,DT,Shoulder - AC Joint,Questionable,Subscribers Only
Darius Stills,FA,DT,Undisclosed,Questionable,Subscribers Only
Derek Stingley,HOU,CB,Hamstring,IR,Subscribers Only
Eric Stokes,GB,CB,Foot,PUP-R,Subscribers Only
Eli Stove,FA,WR,Knee - ACL,Questionable,Subscribers Only
Cole Strange,NE,OG,Knee,Questionable,Subscribers Only
Chris Streveler,FA,QB,Thumb,Questionable,Subscribers Only
Nate Sudfeld,DET,QB,Knee - ACL,IR,Subscribers Only
Stephen Sullivan,CAR,TE,Hip,IR,Subscribers Only
Nick Sundberg,FA,C,Elbow,Questionable,Subscribers Only
Jonathan Sutherland,FA,S,Calf,Questionable,Subscribers Only
Keaton Sutherland,FA,OG,Abdomen,Questionable,Subscribers Only
Jordan Swann,FA,CB,Undisclosed,Questionable,Subscribers Only
Tommy Sweeney,NYG,TE,Undisclosed,NFI-R,Subscribers Only
Donte Sylencieux,FA,WR,Undisclosed,Questionable,Subscribers Only
Teair Tart,TEN,DT,Knee,Questionable,Subscribers Only
Jonah Tavai,FA,DT,Undisclosed,Questionable,Subscribers Only
Calvin Taylor,FA,DE,Undisclosed,Questionable,Subscribers Only
Darrell Taylor,SEA,LB,Shin,Questionable,Subscribers Only
Demetrius Taylor,FA,DT,Suspension,Reserve-Sus,Subscribers Only
Jason Taylor,LAR,S,Groin,IR,Subscribers Only
Jonathan Taylor,IND,RB,Ankle,PUP-R,Subscribers Only
Leonard Taylor,JAX,TE,Undisclosed,IR,Subscribers Only
Vincent Taylor,FA,DT,Achilles,Questionable,Subscribers Only
Isaac Taylor-Stuart,FA,CB,Undisclosed,Out,Subscribers Only
Roderic Teamer,LV,S,Achilles,Questionable,Subscribers Only
Marvell Tell,FA,CB,Undisclosed,Questionable,Subscribers Only
Luke Tenuta,GB,OT,Ankle,IR,Subscribers Only
Sam Tevi,FA,OT,Knee - ACL,Questionable,Subscribers Only
Ambry Thomas,SF,CB,Knee,Questionable,Subscribers Only
Andrew Thomas,NYG,OT,Hamstring,Questionable,Subscribers Only
Isaiah Thomas,FA,DE,Knee,Doubtful,Subscribers Only
Logan Thomas,WAS,TE,Concussion,Questionable,Subscribers Only
Mike Thomas,FA,WR,Shoulder - Labrum,Questionable,Subscribers Only
Tavierre Thomas,HOU,CB,Hand,Questionable,Subscribers Only
Stantley Thomas-Oliver,FA,CB,Hamstring,Questionable,Subscribers Only
DeAndre Thompkins,FA,WR,Undisclosed,Questionable,Subscribers Only
Chris Thompson,FA,WR,Undisclosed,Questionable,Subscribers Only
Josh Thompson,FA,S,Undisclosed,Questionable,Subscribers Only
Shaq Thompson,CAR,LB,Lower Leg,IR,Subscribers Only
Tyquan Thornton,NE,WR,Shoulder,IR,Subscribers Only
Levine Toilolo,FA,TE,Achilles,Questionable,Subscribers Only
Zach Tom,GB,OT,Knee,Questionable,Subscribers Only
Kadarius Toney,KC,WR,Toe,Questionable,Subscribers Only
Shaka Toney,WAS,DE,Suspension,Reserve-Sus,Subscribers Only
Rashad Torrence,FA,S,Knee,Questionable,Subscribers Only
Andrew Trainer,LAC,OT,Undisclosed,IR,Subscribers Only
Cory Trice,PIT,CB,Knee - ACL,IR,Subscribers Only
Jacob Tuioti-Mariner,FA,LB,Knee,Questionable,Subscribers Only
Laremy Tunsil,HOU,OT,Knee,Questionable,Subscribers Only
DJ Turner,FA,WR,Undisclosed,Questionable,Subscribers Only
Malik Turner,FA,WR,Undisclosed,Questionable,Subscribers Only
Payton Turner,NO,DE,Toe,IR,Subscribers Only
Trai Turner,NO,OG,Quadriceps,IR,Subscribers Only
Michael Tutsie,FA,S,Undisclosed,Questionable,Subscribers Only
Olisaemeka Udoh,MIN,OT,Quadriceps,IR,Subscribers Only
John Ursua,FA,WR,Knee - ACL,Questionable,Subscribers Only
Eyioma Uwazurike,DEN,DT,Suspension,Reserve-Sus,Subscribers Only
AJ Uzodinma,LAC,CB,Undisclosed,IR,Subscribers Only
Halapoulivaati Vaitai,DET,OG,Knee,Out,Subscribers Only
Carrington Valentine,GB,CB,Biceps,Questionable,Subscribers Only
Zeke Vandenburgh,MIA,LB,Undisclosed,IR,Subscribers Only
Vita Vea,TB,DT,Pectoral,Questionable,Subscribers Only
Olivier Vernon,FA,DE,Achilles,Questionable,Subscribers Only
Jason Verrett,FA,CB,Achilles,Questionable,Subscribers Only
Jalen Virgil,DEN,WR,Knee - Meniscus,IR,Subscribers Only
Andrew Vorhees,BAL,OG,Knee - ACL,NFI-R,Subscribers Only
Dalton Wagner,LV,OT,Undisclosed,IR,Subscribers Only
Matt Waletzko,DAL,OT,Undisclosed,IR,Subscribers Only
Michael Walker,FA,WR,Undisclosed,Questionable,Subscribers Only
Tylan Wallace,BAL,WR,Hamstring,IR,Subscribers Only
Austin Walter,LV,RB,Undisclosed,IR,Subscribers Only
Prince Tega Wanogho,KC,OT,Quadriceps,IR,Subscribers Only
Jonathan Ward,FA,RB,Knee,Questionable,Subscribers Only
Carter Warren,NYJ,OT,Undisclosed,IR,Subscribers Only
Ar'Darius Washington,BAL,CB,Chest,IR,Subscribers Only
Darnell Washington,PIT,TE,Knee,Questionable,Subscribers Only
Keith Washington,FA,CB,Wrist,Questionable,Subscribers Only
Carlos Watkins,ARI,DT,Biceps,IR,Subscribers Only
Quez Watkins,PHI,WR,Hamstring,Questionable,Subscribers Only
Christian Watson,GB,WR,Hamstring,Questionable,Subscribers Only
Deshaun Watson,CLE,QB,Shoulder,Questionable,Subscribers Only
Jaylen Watson,KC,CB,Shoulder,Questionable,Subscribers Only
Armani Watts,FA,S,Ankle,Questionable,Subscribers Only
Sterling Weatherford,FA,LB,Undisclosed,Questionable,Subscribers Only
Stephen Weatherly,FA,DE,Knee,Questionable,Subscribers Only
Marcus Webb,FA,DE,Undisclosed,Questionable,Subscribers Only
Ken Webster,FA,CB,Undisclosed,Questionable,Subscribers Only
Josh Wells,FA,OT,Hip,Questionable,Subscribers Only
Barry Wesley,FA,OT,Undisclosed,Out,Subscribers Only
Isaiah Weston,FA,WR,Undisclosed,Reserve-Ret,Subscribers Only
Andrew Whitaker,SEA,CB,Knee,IR,Subscribers Only
Cody White,FA,WR,Undisclosed,Questionable,Subscribers Only
DeAndrew White,FA,WR,Undisclosed,Questionable,Subscribers Only
Devin White,TB,LB,Foot,Questionable,Subscribers Only
Drew White,WAS,LB,Knee,PUP-R,Subscribers Only
Javin White,FA,LB,Knee - ACL,Questionable,Subscribers Only
Kedrick Whitehead,FA,S,Undisclosed,Questionable,Subscribers Only
Avery Williams,ATL,RB,Knee - ACL,IR,Subscribers Only
Chad Williams,FA,WR,Undisclosed,Questionable,Subscribers Only
Connor Williams,MIA,C,Groin,Questionable,Subscribers Only
Damarion Williams,BAL,CB,Ankle,IR,Subscribers Only
Duke Williams,FA,WR,Hamstring,Questionable,Subscribers Only
Garrett Williams,ARI,CB,Knee - ACL,NFI-A,Subscribers Only
Jamaal Williams,NO,RB,Hamstring,IR,Subscribers Only
Jameson Williams,DET,WR,Suspension,Reserve-Sus,Subscribers Only
Jarren Williams,FA,CB,Lower Body,Questionable,Subscribers Only
Jonathan Williams,FA,RB,Undisclosed,Questionable,Subscribers Only
K'Waun Williams,DEN,CB,Ankle,IR,Subscribers Only
Mike Williams,LAC,WR,Knee - ACL,IR,Subscribers Only
Tyrell Williams,FA,WR,Concussion,Questionable,Subscribers Only
Chris Williamson,FA,CB,Undisclosed,Questionable,Subscribers Only
Marcus Willoughby,FA,DE,Undisclosed,Questionable,Subscribers Only
Jeff Wilson,MIA,RB,Ribs,IR,Subscribers Only
Tavon Wilson,FA,S,Foot,Questionable,Subscribers Only
Andrew Wingard,JAX,S,Shoulder,Questionable,Subscribers Only
Anthony Witherstone,FA,CB,Toe,Questionable,Subscribers Only
Jake Witt,IND,OT,Hip,IR,Subscribers Only
Samuel Womack,SF,CB,Knee,IR,Subscribers Only
Jelani Woods,IND,TE,Hamstring,IR,Subscribers Only
Josh Woods,ARI,LB,Ankle,Questionable,Subscribers Only
Michael Woods,CLE,WR,Achilles,NFI-R,Subscribers Only
Xavier Woods,CAR,S,Hamstring,Doubtful,Subscribers Only
Riq Woolen,SEA,CB,Chest,Questionable,Subscribers Only
Renell Wren,PIT,DT,Undisclosed,IR,Subscribers Only
Milton Wright,FA,WR,Undisclosed,Questionable,Subscribers Only
Nahshon Wright,DAL,CB,Ankle,IR,Subscribers Only
Kenny Yeboah,NYJ,TE,Hamstring,IR,Subscribers Only
Dareke Young,SEA,WR,Groin,IR,Subscribers Only
Tavon Young,FA,CB,Undisclosed,Questionable,Subscribers Only
Chandler Zavala,CAR,OG,Calf,Questionable,Subscribers Only
Kilian Zierer,HOU,OT,Ankle,IR,Subscribers Only
Justin Zimmer,FA,DT,Undisclosed,Questionable,Subscribers Only
Isaiah Zuber,FA,WR,Undisclosed,Questionable,Subscribers Only
Jabari Zuniga,NO,DE,Undisclosed,Reserve-Ret,Subscribers Only
Shane Zylstra,DET,TE,Knee,IR,Subscribers Only